CustomerID,TotalInvestments,TotalAmount,AvgAmount,TotalROI,AvgROI,FirstInvestment,LastInvestment,DaysActive,IsChurnRisk,InvestmentFrequency,ROI_Ratio,Gender,Age,Region,RiskProfile,JoinDate,PreferredInvestmentType,CustomerAgeDays,CustomerAgeMonths,CLV,Segment
INV00910,3,17754.12,5918.04,-686.16,-228.72,2021-03-09,2023-12-26,1022,True,511.0,-3.864793073382404,Female,45,Port Harcourt,Medium,2021-03-01,Crypto,1537,50.4927726675427,-13.589271567989591,1.0
INV00911,6,65202.799999999996,10867.133333333333,2449.08,408.18,2021-01-30,2024-02-12,1108,True,221.6,3.75609636395983,Other,51,Kano,Medium,2021-01-22,Stocks,1575,51.74113009198423,47.33333028571428,0.0
INV00912,3,17416.14,5805.38,4005.5,1335.1666666666667,2021-03-06,2023-06-19,835,True,417.5,22.99878158995047,Female,32,Abuja,Low,2020-04-09,Stocks,1863,61.202365308804204,65.44681696188943,1.0
INV00913,4,41491.56,10372.89,1660.6800000000003,415.1700000000001,2023-12-16,2024-12-02,352,False,117.33333333333333,4.002452546975819,Male,66,Abuja,Medium,2023-08-09,Crypto,646,21.22207621550591,78.25247554179569,0.0
INV00914,3,39902.229999999996,13300.743333333332,1861.3,620.4333333333333,2022-12-13,2024-07-23,588,False,294.0,4.664651574611244,Male,40,Kano,Medium,2022-01-21,Mutual Fund,1211,39.78318002628121,46.78610404624278,1.0
INV00915,3,43466.28,14488.76,-448.7499999999999,-149.5833333333333,2023-01-18,2023-10-14,269,True,134.5,-1.0324094907592734,Female,64,Abuja,Medium,2022-12-17,Crypto,881,28.942181340341655,-15.505051078320088,3.0
INV00916,5,45797.49,9159.498,2535.3900000000003,507.0780000000001,2020-04-21,2024-03-23,1432,True,358.0,5.536089423241319,Male,58,Enugu,Medium,2020-03-03,Mutual Fund,1900,62.417871222076215,40.61961663157895,1.0
INV00917,4,25925.56,6481.39,1040.05,260.0125,2023-09-16,2024-12-27,468,False,156.0,4.011678050541628,Male,22,Enugu,Medium,2023-09-12,Stocks,612,20.105124835742444,51.73059150326797,1.0
INV00918,6,123992.81,20665.468333333334,15173.79,2528.965,2022-07-16,2024-11-25,863,False,172.6,12.237637004919883,Female,49,Enugu,Low,2022-06-19,Mutual Fund,1062,34.88830486202365,434.92482824858763,3.0
INV00919,3,35362.81,11787.603333333333,8820.89,2940.2966666666666,2021-04-01,2024-10-22,1300,False,650.0,24.943973626530244,Female,48,Kano,High,2020-03-31,Real Estate,1872,61.498028909329825,143.43370277777777,1.0
INV00920,4,30583.75,7645.9375,1265.0900000000001,316.27250000000004,2023-12-27,2024-12-21,360,False,120.0,4.136477704663425,Male,58,Lagos,Low,2023-09-30,Fixed Income,594,19.513797634691194,64.83053804713806,0.0
INV00921,2,28355.18,14177.59,22098.530000000002,11049.265000000001,2021-06-05,2023-01-13,587,True,587.0,77.93471951156721,Female,20,Abuja,Low,2021-03-12,Crypto,1526,50.13140604467805,440.81209252948895,2.0
INV00922,8,138568.65,17321.08125,55950.77,6993.84625,2022-12-05,2024-11-08,704,False,100.57142857142857,40.37765396429856,Female,48,Enugu,Medium,2022-03-04,Real Estate,1169,38.40341655716163,1456.9216756201881,0.0
INV00923,5,53369.24,10673.848,-7540.56,-1508.112,2022-05-07,2024-06-25,780,False,195.0,-14.12903762541869,Female,44,Enugu,Low,2021-11-19,Stocks,1274,41.85282522996058,-180.16848226059656,0.0
INV00924,1,1600.5,1600.5,127.29,127.29,2024-10-16,2024-10-16,0,False,,7.953139643861294,Male,30,Lagos,Medium,2020-04-02,Real Estate,1870,61.432325886990796,2.0720361497326207,
INV00925,3,18754.68,6251.56,4764.51,1588.17,2023-11-05,2024-08-25,294,False,147.0,25.404379066984884,Male,39,Kano,Low,2023-09-01,Crypto,623,20.466491458607095,232.7956410914928,2.0
INV00926,1,10174.52,10174.52,228.63,228.63,2023-09-11,2023-09-11,0,True,,2.2470838919182428,Male,27,Port Harcourt,High,2021-08-15,Stocks,1370,45.006570302233904,5.079924963503649,
INV00927,3,12367.72,4122.573333333333,-2226.04,-742.0133333333333,2023-03-15,2024-11-30,626,False,313.0,-17.998790399523923,Other,62,Kano,Low,2021-09-28,Crypto,1326,43.56110381077529,-51.101551734539974,1.0
INV00928,4,41898.79,10474.6975,2361.94,590.485,2023-07-22,2024-06-25,339,False,113.0,5.637251099614094,Male,21,Port Harcourt,Medium,2022-11-27,Mutual Fund,901,29.59921156373193,79.79739578246394,0.0
INV00929,7,61986.02,8855.145714285714,4704.92,672.1314285714286,2023-12-16,2024-12-30,380,False,63.333333333333336,7.590292133613354,Female,33,Lagos,Medium,2023-09-21,Real Estate,603,19.80946123521682,237.50873101160863,0.0
INV00930,5,52679.99,10535.998,2296.51,459.302,2023-09-03,2024-04-29,239,True,59.75,4.359359217797878,Female,23,Lagos,Low,2023-08-22,Crypto,633,20.795006570302235,110.4356467614534,0.0
INV00931,5,28603.050000000003,5720.610000000001,4032.91,806.582,2023-02-25,2024-09-15,568,False,142.0,14.099580289514577,Male,49,Lagos,Medium,2022-07-21,Stocks,1030,33.83705650459921,119.1861945631068,0.0
INV00932,2,28365.379999999997,14182.689999999999,30312.190000000002,15156.095000000001,2022-11-02,2023-02-23,113,True,113.0,106.86333128623697,Female,52,Abuja,Low,2022-01-13,Crypto,1219,40.04599211563732,756.9344246103365,2.0
INV00933,3,60737.68,20245.893333333333,-6038.77,-2012.9233333333334,2022-09-19,2024-12-17,820,False,410.0,-9.942378437898846,Female,53,Lagos,Low,2022-01-24,Crypto,1208,39.68462549277267,-152.1690056291391,3.0
INV00934,2,22851.75,11425.875,525.79,262.895,2023-05-02,2024-12-18,596,False,596.0,2.3008741124859147,Male,25,Lagos,Medium,2022-05-26,Real Estate,1086,35.67674113009198,14.737612891344382,1.0
INV00935,9,79793.64,8865.96,15703.57,1744.841111111111,2022-02-04,2024-08-25,933,False,116.625,19.680227647215993,Male,40,Enugu,Low,2021-05-22,Crypto,1455,47.79894875164258,328.53379436426115,0.0
INV00936,9,110616.6,12290.733333333334,4445.199999999999,493.911111111111,2021-07-10,2024-10-16,1194,False,149.25,4.0185650255025,Female,31,Enugu,Medium,2021-05-25,Crypto,1452,47.70039421813403,93.19000550964186,0.0
INV00937,5,62145.549999999996,12429.109999999999,25527.670000000002,5105.534000000001,2021-07-13,2023-10-03,812,True,203.0,41.07722918213775,Female,58,Abuja,Low,2020-05-13,Crypto,1829,60.08541392904073,424.8563558228541,2.0
INV00938,4,42949.99,10737.4975,3673.2599999999998,918.3149999999999,2020-08-03,2022-04-03,608,True,202.66666666666666,8.552411770060948,Male,45,Kano,Medium,2020-06-13,Real Estate,1798,59.0670170827858,62.18800578420468,1.0
INV00939,6,72872.17,12145.361666666666,-8140.01,-1356.6683333333333,2023-03-14,2024-09-24,560,False,112.0,-11.170258824459324,Female,45,Port Harcourt,Low,2023-02-23,Fixed Income,813,26.708278580814717,-304.7747901599016,0.0
INV00940,6,45528.78999999999,7588.131666666665,6405.74,1067.6233333333332,2022-04-01,2024-07-24,845,False,169.0,14.069646920113627,Male,67,Lagos,Medium,2022-03-17,Crypto,1156,37.97634691195795,168.6770982698962,0.0
INV00941,1,2993.36,2993.36,1229.22,1229.22,2022-09-04,2022-09-04,0,True,,41.06489029050966,Female,29,Kano,Low,2021-10-05,Stocks,1319,43.331143232588694,28.368049128127375,
INV00942,2,11411.96,5705.98,595.25,297.625,2023-12-20,2024-03-24,95,True,95.0,5.216018983592653,Female,67,Kano,High,2023-12-15,Fixed Income,518,17.017082785808146,34.97955598455599,1.0
INV00943,1,1000.0,1000.0,16.58,16.58,2023-05-30,2023-05-30,0,True,,1.6579999999999997,Male,48,Port Harcourt,Medium,2023-05-10,Mutual Fund,737,24.21156373193167,0.6847967435549525,
INV00944,1,1069.18,1069.18,-1075.47,-1075.47,2024-12-09,2024-12-09,0,False,,-100.58830131502647,Female,65,Abuja,Medium,2023-02-10,Crypto,826,27.135348226018397,-39.63354334140436,
INV00945,3,23922.59,7974.196666666667,1040.73,346.91,2021-09-01,2024-11-07,1163,False,581.5,4.3504068748408935,Female,50,Enugu,Low,2021-06-18,Fixed Income,1428,46.9119579500657,22.184748739495802,1.0
INV00946,4,33786.29,8446.5725,-11289.109999999999,-2822.2774999999997,2023-02-10,2024-11-24,653,False,217.66666666666666,-33.41328686872693,Male,36,Lagos,Medium,2023-02-10,Crypto,826,27.135348226018397,-416.0296711864406,1.0
INV00947,3,40128.16,13376.053333333335,1448.52,482.84,2023-12-10,2024-12-31,387,False,193.5,3.6097344109473246,Male,26,Port Harcourt,Medium,2023-06-21,Fixed Income,695,22.831800262812088,63.443091798561156,3.0
INV00948,5,64411.1,12882.22,1716.98,343.396,2023-11-10,2024-07-01,234,False,58.5,2.6656585588508817,Female,48,Kano,Medium,2023-10-28,Real Estate,566,18.593955321944808,92.34076183745584,0.0
INV00949,4,7970.23,1992.5575,1746.94,436.735,2023-11-16,2024-03-31,136,True,45.333333333333336,21.91831352420194,Female,58,Abuja,High,2023-04-29,Stocks,748,24.57293035479632,71.09205026737969,0.0
INV00950,5,84912.17,16982.434,14660.929999999998,2932.1859999999997,2020-12-09,2024-04-21,1229,True,307.25,17.26599379099604,Female,44,Enugu,Medium,2020-10-20,Crypto,1669,54.82917214191853,267.39287549430793,3.0
INV00951,4,31903.4,7975.85,7951.86,1987.965,2021-11-30,2024-06-20,933,False,311.0,24.924804252838253,Other,63,Lagos,High,2021-10-21,Crypto,1303,42.80551905387647,185.7671668457406,2.0
INV00952,5,29125.21,5825.0419999999995,1294.01,258.802,2021-08-10,2024-01-22,895,True,223.75,4.442920754906145,Female,45,Port Harcourt,High,2020-06-24,Fixed Income,1787,58.70565045992115,22.042341578063795,0.0
INV00953,3,16851.690000000002,5617.2300000000005,555.88,185.29333333333332,2020-02-15,2024-03-03,1478,True,739.0,3.298660253066606,Female,30,Abuja,Low,2020-01-10,Fixed Income,1953,64.15900131406045,8.664099948796723,1.0
INV00954,4,47091.79,11772.9475,-2156.13,-539.0325,2022-05-25,2023-04-02,312,True,104.0,-4.578568790865669,Other,22,Lagos,Medium,2021-11-30,Fixed Income,1263,41.49145860709592,-51.965635154394306,0.0
INV00956,3,40996.31999999999,13665.439999999997,2376.41,792.1366666666667,2022-12-08,2023-08-22,257,True,128.5,5.7966422352055025,Female,37,Enugu,Low,2022-04-05,Fixed Income,1137,37.352168199737186,63.6217417766051,3.0
INV00957,2,11375.650000000001,5687.825000000001,2968.26,1484.13,2023-04-02,2024-08-03,489,False,489.0,26.09310237217214,Male,26,Enugu,Medium,2023-01-16,Crypto,851,27.95663600525624,106.17371844888368,1.0
INV00958,4,28028.79,7007.1975,3028.02,757.005,2021-04-05,2023-03-17,711,True,237.0,10.803249087812922,Male,46,Port Harcourt,Low,2021-02-03,Mutual Fund,1563,51.34691195795006,58.971803454894435,1.0
INV00959,1,3549.28,3549.28,4300.97,4300.97,2023-09-21,2023-09-21,0,True,,121.1786615877023,Female,55,Abuja,High,2020-04-19,Crypto,1853,60.873850197109064,70.65381910415543,
INV00960,4,57628.54,14407.135,26537.5,6634.375,2023-11-16,2024-11-16,366,False,122.0,46.04923185629898,Male,36,Abuja,Low,2023-07-15,Crypto,671,22.043363994743757,1203.877049180328,2.0
INV00961,1,5773.3,5773.3,73.44,73.44,2024-09-18,2024-09-18,0,False,,1.27206277172501,Male,26,Port Harcourt,High,2021-02-22,Mutual Fund,1544,50.7227332457293,1.4478715025906737,
INV00962,8,85510.95,10688.86875,1949.73,243.71625,2023-09-07,2024-11-02,422,False,60.285714285714285,2.280093952879719,Male,44,Abuja,High,2023-06-22,Mutual Fund,694,22.798948751642573,85.51841671469741,0.0
INV00963,6,31307.489999999998,5217.915,-1361.03,-226.83833333333334,2021-04-20,2024-01-05,990,True,198.0,-4.347298362149122,Female,59,Kano,Low,2020-12-28,Mutual Fund,1600,52.562417871222074,-25.89359575,0.0
INV00964,2,22470.48,11235.24,2224.65,1112.325,2023-01-10,2024-03-07,422,True,422.0,9.900322556527499,Male,65,Lagos,Low,2022-07-31,Real Estate,1020,33.50854139290407,66.39053529411765,1.0
INV00965,6,45372.33,7562.055,2948.94,491.49,2023-10-15,2024-12-18,430,False,86.0,6.4994237677456725,Female,42,Kano,Medium,2023-08-08,Mutual Fund,647,21.254927726675426,138.7414738794436,0.0
INV00966,2,40968.630000000005,20484.315000000002,1667.35,833.675,2022-01-03,2024-12-22,1084,False,1084.0,4.069821226631205,Female,64,Abuja,Medium,2020-07-14,Crypto,1767,58.04862023653088,28.723335597057158,3.0
INV00967,6,46886.17,7814.361666666667,4492.79,748.7983333333333,2023-01-03,2024-12-18,715,False,143.0,9.58233526005643,Female,53,Kano,High,2022-10-27,Mutual Fund,932,30.617608409986858,146.73876351931332,0.0
INV00968,5,39233.100000000006,7846.620000000001,10817.28,2163.456,2022-04-22,2022-11-17,209,True,52.25,27.571820733003506,Female,41,Port Harcourt,Medium,2021-05-09,Fixed Income,1468,48.22601839684625,224.303816893733,0.0
INV00969,2,14035.68,7017.84,1398.66,699.33,2022-06-20,2024-05-11,691,True,691.0,9.965031975650627,Female,49,Abuja,Low,2020-08-01,Mutual Fund,1749,57.45729303547963,24.342601715265868,1.0
INV00970,4,24275.26,6068.815,9511.72,2377.93,2022-09-11,2023-10-06,390,True,130.0,39.18277291365777,Female,30,Kano,High,2021-05-31,Crypto,1446,47.50328515111695,200.23288852005533,2.0
INV00971,6,129862.18999999999,21643.69833333333,9102.67,1517.1116666666667,2023-03-05,2024-06-26,479,False,95.8,7.009484438850139,Male,60,Abuja,High,2023-02-06,Real Estate,830,27.266754270696453,333.8376804819277,3.0
INV00972,7,69312.61,9901.801428571429,2794.67,399.23857142857145,2021-02-09,2023-04-10,790,True,131.66666666666666,4.031979173775162,Male,51,Lagos,High,2020-06-25,Real Estate,1786,58.67279894875164,47.631441657334825,0.0
INV00973,3,15437.01,5145.67,1146.47,382.1566666666667,2022-08-15,2024-10-17,794,False,397.0,7.426762047831802,Male,33,Abuja,High,2021-05-25,Stocks,1452,47.70039421813403,24.03481184573003,1.0
INV00974,2,28624.28,14312.14,1098.27,549.135,2023-09-03,2024-07-13,314,False,314.0,3.836847599310795,Female,67,Port Harcourt,Medium,2021-04-24,Real Estate,1483,48.71879106438896,22.543047066756575,3.0
INV00975,3,38760.84,12920.279999999999,1149.96,383.32,2023-05-16,2024-10-26,529,False,264.5,2.966808768850211,Male,30,Enugu,Low,2022-06-15,Fixed Income,1066,35.019710906701704,32.837506941838654,1.0
INV00976,4,41974.450000000004,10493.612500000001,3413.68,853.42,2023-02-13,2024-11-13,639,False,213.0,8.132756950954686,Male,37,Port Harcourt,Medium,2022-08-17,Fixed Income,1003,32.95006570302234,103.6016143569292,1.0
INV00977,4,17630.739999999998,4407.6849999999995,-1797.0300000000002,-449.25750000000005,2021-06-04,2024-09-14,1198,False,399.3333333333333,-10.192595432749847,Male,36,Abuja,Low,2021-04-12,Crypto,1495,49.11300919842313,-36.589694448160536,1.0
INV00978,3,11706.83,3902.2766666666666,4629.39,1543.13,2024-02-07,2024-12-16,313,False,156.5,39.544351459788864,Female,31,Lagos,Low,2023-12-06,Stocks,527,17.31274638633377,267.39778292220115,2.0
INV00979,6,86434.82,14405.803333333335,2483.6,413.93333333333334,2022-06-23,2023-09-24,458,True,91.6,2.8733790386790874,Male,23,Lagos,Low,2022-06-07,Real Estate,1074,35.282522996057814,70.391791433892,0.0
INV00980,2,29007.44,14503.72,4179.74,2089.87,2023-11-06,2024-07-31,268,False,268.0,14.409199846660028,Male,62,Lagos,Medium,2023-08-16,Stocks,639,20.992115637319316,199.109993114241,3.0
INV00981,1,5785.15,5785.15,227.66,227.66,2022-05-26,2022-05-26,0,True,,3.9352480056696892,Male,47,Abuja,Medium,2021-01-08,Fixed Income,1589,52.20105124835742,4.361214852108244,
INV00983,2,27065.06,13532.53,2651.51,1325.755,2021-09-20,2021-11-22,63,True,63.0,9.796800746054139,Male,27,Kano,Medium,2021-04-29,Real Estate,1478,48.55453350854139,54.60890690121787,3.0
INV00984,3,47465.89,15821.963333333333,3668.4799999999996,1222.8266666666666,2021-12-01,2023-05-19,534,True,267.0,7.728665785051117,Male,69,Abuja,Medium,2021-05-22,Fixed Income,1455,47.79894875164258,76.7481314089347,3.0
INV00985,5,57253.78,11450.756,1812.99,362.598,2023-04-27,2024-07-20,450,False,112.5,3.1665856822029914,Male,50,Enugu,Low,2023-03-09,Mutual Fund,799,26.248357424441522,69.07060775969963,0.0
INV00986,7,133158.41,19022.63,7821.620000000001,1117.3742857142859,2020-04-26,2023-07-31,1191,True,198.5,5.873921143996839,Male,64,Port Harcourt,Medium,2020-01-18,Mutual Fund,1945,63.89618922470434,122.4113690488432,0.0
INV00987,2,19246.09,9623.045,3976.2900000000004,1988.1450000000002,2023-01-16,2024-02-20,400,True,400.0,20.66024839331002,Female,61,Lagos,Low,2020-10-27,Crypto,1662,54.59921156373193,72.82687581227438,1.0
INV00988,3,28491.53,9497.176666666666,1059.42,353.14000000000004,2023-07-11,2024-10-20,467,False,233.5,3.718368230839131,Female,54,Lagos,Medium,2021-05-12,Fixed Income,1465,48.12746386333771,22.012795085324235,1.0
INV00989,6,60472.810000000005,10078.801666666668,-49.539999999999964,-8.25666666666666,2020-12-03,2024-01-20,1143,True,228.6,-0.08192111462986416,Female,65,Kano,Medium,2020-01-05,Crypto,1958,64.32325886990802,-0.7701724208375887,0.0
INV00990,3,22057.8,7352.599999999999,2118.66,706.2199999999999,2024-02-07,2024-11-28,295,False,147.5,9.605037673748061,Female,25,Enugu,Medium,2023-12-09,Crypto,524,17.21419185282523,123.07635572519082,1.0
INV00991,3,35848.38,11949.46,3814.02,1271.34,2023-01-03,2023-05-22,139,True,69.5,10.639309224015145,Male,37,Lagos,Low,2021-12-06,Fixed Income,1257,41.29434954007884,92.36178902147972,3.0
INV00992,3,36588.119999999995,12196.039999999999,4503.16,1501.0533333333333,2022-07-21,2023-08-19,394,True,197.0,12.307710808863643,Male,53,Port Harcourt,Low,2022-03-23,Crypto,1150,37.779237844940866,119.19668730434783,1.0
INV00993,4,54387.72,13596.93,5314.74,1328.685,2021-09-30,2023-10-07,737,True,245.66666666666666,9.771948520732252,Male,44,Kano,High,2021-07-24,Stocks,1392,45.729303547963205,116.22175689655172,3.0
INV00994,1,6260.99,6260.99,87.88,87.88,2022-10-18,2022-10-18,0,True,,1.4036118888546378,Male,45,Abuja,Low,2020-12-03,Fixed Income,1625,53.383705650459916,1.6461952,
INV00995,3,4749.37,1583.1233333333332,2105.36,701.7866666666667,2022-09-28,2023-08-10,316,True,158.0,44.3292478791924,Female,34,Abuja,Low,2021-11-26,Crypto,1267,41.62286465177398,50.5818140489345,2.0
INV00996,2,4434.36,2217.18,1260.04,630.02,2023-03-20,2023-10-12,206,True,206.0,28.415374484705797,Male,59,Port Harcourt,Medium,2022-07-28,Crypto,1023,33.60709592641261,37.49327233626589,2.0
INV00997,2,24142.58,12071.29,1671.77,835.885,2022-03-28,2022-09-06,162,True,162.0,6.924570613414141,Male,24,Abuja,High,2021-10-26,Mutual Fund,1298,42.64126149802891,39.20545362095532,1.0
INV00998,5,14772.34,2954.468,4375.52,875.104,2022-03-11,2024-03-15,735,True,183.75,29.619681106717017,Female,56,Enugu,High,2022-02-22,Fixed Income,1179,38.73193166885677,112.96932044105175,2.0
INV00999,6,52443.8,8740.633333333333,898.0500000000001,149.675,2021-04-09,2024-11-18,1319,False,263.8,1.7124045168351647,Female,52,Enugu,High,2020-11-09,Mutual Fund,1649,54.17214191852825,16.577708914493634,0.0
INV01000,4,51130.9,12782.725,1173.71,293.4275,2024-01-26,2024-12-01,310,False,103.33333333333333,2.295500372573141,Male,51,Kano,Medium,2023-08-13,Fixed Income,642,21.090670170827856,55.65067352024923,0.0
INV01001,5,38994.41,7798.8820000000005,21864.379999999997,4372.875999999999,2021-02-25,2024-09-02,1285,False,321.25,56.07054959928871,Female,21,Enugu,Medium,2020-10-26,Stocks,1663,54.632063074901446,400.2115016235718,2.0
INV01002,6,49238.89,8206.481666666667,29131.620000000003,4855.27,2022-01-18,2024-08-07,932,False,186.4,59.16384386406761,Female,68,Abuja,Low,2021-10-21,Crypto,1303,42.80551905387647,680.5575693016118,2.0
INV01003,3,38888.83,12962.943333333335,23822.93,7940.9766666666665,2023-01-25,2024-04-13,444,True,222.0,61.25905562085565,Male,64,Kano,Medium,2021-07-24,Crypto,1392,45.729303547963205,520.9554520114942,2.0
INV01004,7,68828.75,9832.67857142857,9504.029999999999,1357.7185714285713,2022-08-17,2024-12-26,862,False,143.66666666666666,13.808226940050487,Male,36,Kano,Medium,2022-06-03,Mutual Fund,1078,35.41392904073587,268.36982671614095,0.0
INV01005,8,109442.57,13680.32125,4631.23,578.90375,2023-09-16,2024-08-12,331,False,47.285714285714285,4.2316531857758815,Female,50,Abuja,Low,2023-08-04,Fixed Income,651,21.38633377135348,216.55090814132103,0.0
INV01006,4,37096.44,9274.11,1899.49,474.8725,2023-08-01,2024-08-04,369,False,123.0,5.12041047604568,Male,39,Port Harcourt,Medium,2023-06-21,Fixed Income,695,22.831800262812088,83.19492892086332,0.0
INV01007,6,69107.14,11517.856666666667,2247.45,374.575,2021-05-11,2023-05-17,736,True,147.2,3.2521241654624977,Female,52,Lagos,Medium,2020-12-05,Fixed Income,1623,53.318002628120894,42.151804066543434,0.0
INV01008,6,46459.36,7743.2266666666665,-2533.44,-422.24,2020-12-26,2024-03-17,1177,True,235.4,-5.453023890126769,Male,67,Lagos,Medium,2020-10-21,Crypto,1668,54.796320630749015,-46.233761151079136,0.0
INV01009,5,19483.41,3896.682,1019.45,203.89000000000001,2021-03-20,2023-09-20,914,True,228.5,5.232400283112659,Female,44,Kano,Medium,2021-02-02,Stocks,1564,51.379763469119574,19.84146930946292,0.0
INV01010,4,109483.5,27370.875,4757.16,1189.29,2021-12-21,2023-06-22,548,True,182.66666666666666,4.345093096219978,Male,63,Enugu,High,2021-02-05,Mutual Fund,1561,51.28120893561103,92.76614375400385,3.0
INV01011,3,9282.79,3094.263333333334,576.7,192.23333333333335,2023-06-07,2024-05-04,332,True,166.0,6.2125718668633025,Female,68,Lagos,Medium,2023-05-08,Crypto,739,24.277266754270695,23.754733423545336,1.0
INV01012,2,14977.27,7488.635,1115.56,557.78,2023-11-16,2024-03-01,106,True,106.0,7.448353404859496,Female,48,Kano,Low,2022-03-07,Stocks,1166,38.30486202365309,29.12319588336192,1.0
INV01013,4,29499.86,7374.965,1651.33,412.8325,2021-10-14,2023-07-23,647,True,215.66666666666666,5.5977553791780705,Female,58,Abuja,Low,2021-03-31,Real Estate,1507,49.50722733245729,33.35533191771732,1.0
INV01014,4,56200.08,14050.02,2750.68,687.67,2021-04-30,2024-12-02,1312,False,437.3333333333333,4.894441431400097,Other,28,Enugu,Medium,2020-05-08,Fixed Income,1834,60.2496714848883,45.65468876772083,1.0
INV01015,6,38236.28,6372.713333333333,682.32,113.72000000000001,2021-05-28,2023-08-31,825,True,165.0,1.7844832185557804,Male,40,Port Harcourt,Medium,2020-12-28,Mutual Fund,1600,52.562417871222074,12.981138000000001,0.0
INV01016,6,40380.21,6730.035,2252.34,375.39000000000004,2022-05-02,2024-11-12,925,False,185.0,5.577831318856441,Male,64,Abuja,Low,2020-04-27,Fixed Income,1845,60.611038107752954,37.160558048780494,0.0
INV01017,6,75826.08,12637.68,3072.32,512.0533333333334,2021-08-14,2024-12-08,1212,False,242.4,4.051798536862251,Male,52,Lagos,Medium,2020-07-31,Stocks,1750,57.49014454664914,53.4408118857143,0.0
INV01018,6,65465.18,10910.863333333333,1770.86,295.1433333333333,2021-10-28,2024-10-21,1089,False,217.8,2.7050410615230875,Female,48,Abuja,Low,2020-08-18,Mutual Fund,1732,56.8988173455979,31.12296674364896,0.0
INV01019,5,47395.85,9479.17,2397.89,479.578,2020-07-05,2024-10-21,1569,False,392.25,5.059282616516003,Male,43,Enugu,Low,2020-02-14,Real Estate,1918,63.00919842312746,38.056189572471325,1.0
INV01020,4,35193.05,8798.2625,1680.5999999999992,420.1499999999998,2022-02-14,2023-10-31,624,True,208.0,4.775374683353671,Male,21,Enugu,Medium,2021-07-31,Crypto,1385,45.499342969776606,36.93679711191334,1.0
INV01021,7,57941.08,8277.297142857144,10109.49,1444.212857142857,2023-12-24,2024-11-18,330,False,55.0,17.447879811698368,Female,38,Kano,Medium,2023-08-06,Real Estate,649,21.320630749014455,474.16467734976885,0.0
INV01022,6,41486.93,6914.488333333334,4426.29,737.715,2021-03-15,2024-09-25,1290,False,258.0,10.669119165963835,Female,62,Enugu,Low,2021-02-08,Crypto,1558,51.18265440210249,86.48027445442877,0.0
INV01023,5,15805.4,3161.08,2848.27,569.654,2021-03-19,2024-10-24,1315,False,328.75,18.02086628620598,Female,66,Lagos,High,2020-06-24,Stocks,1787,58.70565045992115,48.51781689983213,1.0
INV01024,4,81319.4,20329.85,-2603.05,-650.7625,2020-11-23,2024-12-12,1480,False,493.3333333333333,-3.2010196828801005,Male,35,Kano,High,2020-06-09,Fixed Income,1802,59.19842312746386,-43.971610432852394,3.0
INV01025,4,46579.89,11644.9725,-6171.870000000001,-1542.9675000000002,2021-07-25,2024-07-10,1081,False,360.3333333333333,-13.250074227311401,Female,56,Kano,Medium,2020-04-12,Mutual Fund,1860,61.10381077529566,-101.00630258064517,1.0
INV01026,6,80896.56,13482.76,-5549.34,-924.89,2023-08-30,2024-10-10,407,False,81.4,-6.859797252194655,Female,22,Port Harcourt,Medium,2023-05-07,Fixed Income,740,24.31011826544021,-228.27285081081084,0.0
INV01027,9,117439.62,13048.846666666666,7950.63,883.4033333333333,2022-07-27,2024-10-30,826,False,103.25,6.769972518644049,Male,41,Lagos,High,2021-04-01,Mutual Fund,1506,49.47437582128778,160.70197689243028,0.0
INV01028,4,27258.79,6814.6975,-2806.83,-701.7075,2023-02-13,2024-07-01,504,False,168.0,-10.296972095973445,Female,38,Enugu,Medium,2021-10-31,Crypto,1293,42.47700394218134,-66.07881299303943,1.0
INV01029,3,9958.61,3319.536666666667,159.83999999999997,53.279999999999994,2021-12-18,2024-12-08,1086,False,543.0,1.6050432741115475,Male,45,Abuja,High,2021-09-18,Stocks,1336,43.88961892247043,3.641863473053892,1.0
INV01030,6,63069.75,10511.625,3084.23,514.0383333333333,2021-06-11,2024-09-06,1183,False,236.6,4.890189036741068,Male,51,Port Harcourt,Medium,2020-09-08,Mutual Fund,1711,56.20893561103811,54.8708130917592,0.0
INV01031,2,3751.58,1875.79,-513.8100000000001,-256.90500000000003,2024-01-17,2024-10-21,278,False,278.0,-13.695829490508002,Male,35,Kano,Low,2022-11-06,Crypto,922,30.28909329829172,-16.963531887201736,1.0
INV01032,5,76781.5,15356.3,-2610.5499999999997,-522.1099999999999,2023-12-18,2024-09-17,274,False,68.5,-3.3999726496617018,Male,38,Enugu,Low,2023-10-16,Crypto,578,18.988173455978973,-137.48294463667818,0.0
INV01033,7,88236.5,12605.214285714286,3594.55,513.5071428571429,2024-01-30,2024-12-06,311,False,51.833333333333336,4.073767658508667,Female,65,Lagos,Medium,2023-12-15,Crypto,518,17.017082785808146,211.23185714285717,0.0
INV01034,4,53851.2,13462.8,2941.82,735.455,2020-12-16,2024-11-03,1418,False,472.6666666666667,5.462868051222629,Female,54,Port Harcourt,High,2020-09-29,Mutual Fund,1690,55.51905387647832,52.987574437869824,1.0
INV01035,3,37435.2,12478.4,1285.81,428.6033333333333,2022-02-17,2023-09-04,564,True,282.0,3.4347619352908496,Male,60,Lagos,Low,2021-08-15,Fixed Income,1370,45.006570302233904,28.569384233576642,1.0
